Gender,X,Y,Z,Output
f,14,39,38,2
f,15,39,36,2
f,16,39,37,2
f,16,41,37,2
f,16,39,37,2
f,17,38,36,2
f,17,38,38,2
f,16,38,38,2
f,14,39,39,2
f,12,38,37,2
f,12,38,38,2
f,10,38,38,2
f,3,40,36,2
f,2,37,32,2
f,5,37,31,2
f,6,38,32,2
f,7,37,31,2
f,11,37,31,2
f,14,36,30,2
f,16,37,32,2
f,16,37,33,2
f,15,38,34,2
f,14,40,34,2
f,15,39,34,2
f,16,37,33,2
f,16,35,33,2
f,19,37,33,2
f,20,35,35,2
f,20,38,35,2
f,16,37,32,2
f,8,38,33,2
f,8,38,35,2
f,13,36,36,2
f,10,38,37,2
f,5,38,38,2
f,2,39,37,2
f,1,40,35,2
f,5,38,38,2
f,14,38,37,2
f,17,38,39,2
f,18,36,39,2
f,21,36,38,2
f,21,36,37,2
f,21,36,36,2
f,17,37,36,2
f,16,37,37,2
f,14,38,36,2
f,12,39,36,2
f,11,37,35,2
f,8,35,34,2
f,8,38,35,2
f,5,37,35,2
f,3,37,34,2
f,2,39,34,2
f,5,37,32,2
f,7,37,33,2
f,10,34,32,2
f,15,35,32,2
f,15,36,34,2
f,15,38,35,2
f,17,36,34,2
f,18,35,34,2
f,20,35,32,2
f,20,36,33,2
f,17,36,34,2
f,16,37,33,2
f,12,38,35,2
f,9,37,34,2
f,8,37,35,2
f,11,36,36,2
f,8,37,37,2
f,4,37,36,2
f,6,37,36,2
f,10,37,39,2
f,9,39,38,2
f,9,38,37,2
f,15,36,38,2
f,17,37,38,2
f,21,36,38,2
f,21,35,37,2
f,20,36,36,2
f,18,36,35,2
f,17,36,34,2
f,15,37,35,2
f,9,38,35,2
f,3,33,30,2
f,2,41,31,2
f,7,39,32,2
f,7,42,36,2
f,6,43,39,2
f,5,36,36,2
f,7,42,31,2
f,13,37,31,2
f,16,37,30,2
f,20,37,32,2
f,20,38,32,2
f,19,38,32,2
f,20,35,30,2
f,18,35,30,2
f,14,40,31,2
f,12,40,32,2
f,12,39,32,2
f,12,42,35,2
f,12,43,36,2
f,9,43,37,2
f,8,43,38,2
f,8,42,38,2
f,8,45,38,2
f,10,41,39,2
f,11,39,41,2
f,14,34,39,2
f,16,35,40,2
f,18,36,38,2
f,17,36,36,2
f,17,36,35,2
f,17,37,37,2
f,17,35,35,2
f,16,37,35,2
f,14,37,36,2
f,10,38,34,2
f,8,35,32,2
f,5,35,33,2
f,3,36,32,2
f,3,36,33,2
f,6,37,33,2
f,3,38,32,2
f,10,38,34,2
f,16,37,33,2
f,20,36,35,2
f,20,37,34,2
f,22,37,35,2
f,21,36,34,2
f,20,37,34,2
f,18,37,33,2
f,13,36,32,2
f,7,38,34,2
f,10,36,31,2
f,8,36,34,2
f,4,39,38,2
f,0,41,38,2
f,1,39,39,2
f,1,37,38,2
f,10,35,36,2
f,14,35,38,2
f,17,36,36,2
f,19,35,36,2
f,21,35,35,2
f,22,35,35,2
f,23,35,35,2
f,20,36,34,2
f,17,36,34,2
f,14,36,34,2
f,11,36,34,2
f,8,37,33,2
f,4,37,34,2
f,1,37,34,2
f,3,40,33,2
f,3,40,35,2
f,3,38,34,2
f,7,36,34,2
f,16,36,34,2
f,18,36,35,2
f,20,36,34,2
f,21,39,34,2
f,21,37,35,2
f,22,37,34,2
f,20,38,32,2
f,18,37,32,2
f,16,37,32,2
f,12,39,33,2
f,12,40,36,2
f,11,42,35,2
f,5,43,36,2
f,2,42,37,2
f,3,43,34,2
f,1,41,36,2
f,5,40,35,2
f,12,39,35,2
f,16,39,35,2
f,18,39,33,2
f,19,37,34,2
f,20,37,34,2
f,20,38,35,2
f,22,38,33,2
f,18,38,35,2
f,16,39,35,2
f,13,40,34,2
f,9,39,34,2
f,9,38,33,2
f,5,39,33,2
f,3,42,35,2
f,3,39,33,2
f,4,41,32,2
f,4,37,31,2
f,9,37,31,2
f,14,37,33,2
f,18,37,34,2
f,19,37,35,2
f,18,37,35,2
f,19,36,34,2
f,21,35,34,2
f,20,38,33,2
f,19,40,33,2
f,16,39,34,2
f,11,42,33,2
f,9,42,34,2
f,11,42,33,2
f,13,42,34,2
f,9,41,36,2
f,3,43,35,2
f,2,43,36,2
f,0,42,36,2
f,9,39,37,2
f,16,41,37,2
f,19,41,37,2
f,18,39,36,2
f,18,38,34,2
f,19,39,34,2
f,18,39,35,2
f,18,38,35,2
f,17,37,34,2
f,16,36,35,2
f,12,34,35,2
f,11,36,32,2
f,12,36,31,2
f,3,39,35,2
f,0,41,33,2
f,5,39,33,2
f,6,38,35,2
f,6,41,35,2
f,11,38,34,2
f,17,37,35,2
f,19,38,36,2
f,17,36,34,2
f,17,36,33,2
f,18,36,31,2
f,19,35,32,2
f,19,35,32,2
f,16,36,32,2
f,13,35,32,2
f,12,36,33,2
f,13,36,35,2
f,5,39,36,2
f,1,38,36,2
f,1,38,36,2
f,1,40,36,2
f,9,39,38,2
f,14,40,40,2
f,16,38,39,2
f,16,38,38,2
f,19,37,36,2
f,18,36,36,2
f,17,37,36,2
f,18,36,36,2
f,18,36,36,2
f,17,37,36,2
f,13,35,36,2
f,9,37,34,2
f,7,37,33,2
f,5,34,33,2
f,2,32,33,2
f,5,36,33,2
f,7,35,32,2
f,7,39,31,2
f,9,39,31,2
f,12,39,34,2
f,15,40,34,2
f,17,40,34,2
f,18,39,33,2
f,18,37,32,2
f,18,36,32,2
f,20,36,32,2
f,18,35,31,2
f,16,37,32,2
f,12,37,31,2
f,11,38,31,2
f,12,37,34,2
f,10,38,35,2
f,2,39,36,2
f,1,39,34,2
f,2,37,31,2
f,7,35,34,2
f,5,40,38,2
f,8,40,37,2
f,12,35,36,2
f,15,34,38,2
f,17,33,36,2
f,19,32,34,2
f,21,33,35,2
f,20,35,37,2
f,20,37,34,2
f,18,37,36,2
f,14,37,34,2
f,10,37,34,2
f,9,37,33,2
f,2,37,33,2
f,1,39,33,2
f,1,38,33,2
f,2,38,32,2
f,4,36,32,2
f,12,37,33,2
f,18,36,36,2
f,19,36,35,2
f,20,38,34,2
f,19,35,36,2
f,19,35,33,2
f,18,36,32,2
f,15,38,33,2
f,11,41,34,2
f,8,42,34,2
f,11,41,36,2
f,7,45,39,2
f,0,45,39,2
f,3,45,40,2
f,4,45,43,2
f,5,47,43,2
f,10,44,43,2
f,17,36,41,2
f,23,36,43,2
f,21,42,43,2
f,16,44,42,2
f,13,46,42,2
f,13,47,44,2
f,13,48,42,2
f,16,47,42,2
f,18,45,43,2
f,23,42,44,2
f,27,42,42,2
f,30,42,44,2
f,33,38,48,2
f,31,41,43,2
f,32,39,47,2
f,35,40,51,2
f,35,38,47,2
f,34,35,48,2
f,32,33,49,2
f,33,38,49,2
f,33,40,51,2
f,34,34,52,2
f,34,36,53,2
f,36,37,54,2
f,39,35,53,2
f,38,35,51,2
f,39,37,51,2
f,38,37,52,2
f,37,37,50,2
f,39,39,51,2
f,40,36,53,2
f,39,38,53,2
f,40,37,53,2
f,38,37,53,2
f,41,36,50,2
m,52,14,40,2
m,37,38,51,2
m,37,38,51,2
m,37,42,53,2
m,35,40,53,2
m,38,38,52,2
m,38,40,48,2
m,38,41,45,2
m,38,42,43,2
m,35,39,40,2
m,36,38,39,2
m,33,36,36,2
m,31,43,37,2
m,30,44,38,2
m,27,49,39,2
m,27,50,38,2
m,21,58,34,2
m,16,62,40,2
m,20,53,47,2
m,21,43,45,2
m,10,50,46,2
m,16,57,55,2
m,16,42,45,2
m,18,49,46,2
m,19,44,44,2
m,21,42,43,2
m,21,43,42,2
m,15,41,41,2
m,12,40,41,2
m,4,42,40,2
m,5,41,38,2
m,6,39,36,2
m,6,36,33,2
m,11,37,31,2
m,13,41,31,2
m,14,42,34,2
m,15,39,34,2
m,17,39,34,2
m,19,38,34,2
m,24,36,33,2
m,24,37,33,2
m,23,38,32,2
m,24,37,31,2
m,19,37,32,2
m,17,39,34,2
m,14,40,36,2
m,6,43,35,2
m,0,39,33,2
m,0,43,35,2
m,0,52,36,2
m,7,50,40,2
m,16,45,41,2
m,15,45,38,2
m,17,42,35,2
m,17,40,35,2
m,20,40,35,2
m,23,42,38,2
m,25,41,40,2
m,25,40,36,2
m,23,40,36,2
m,20,40,36,2
m,17,40,33,2
m,8,41,31,2
m,0,44,32,2
m,0,43,30,2
m,0,41,29,2
m,0,41,33,2
m,13,39,36,2
m,17,28,31,2
m,23,33,35,2
m,21,33,31,2
m,23,35,28,2
m,23,35,29,2
m,18,35,31,2
m,17,37,30,2
m,16,38,32,2
m,10,42,34,2
m,5,40,34,2
m,4,42,33,2
m,0,44,34,2
m,3,43,40,2
m,12,43,41,2
m,12,39,39,2
m,13,41,36,2
m,17,39,36,2
m,20,38,36,2
m,21,40,36,2
m,25,39,38,2
m,26,41,37,2
m,23,41,35,2
m,17,42,35,2
m,8,40,32,2
m,0,40,31,2
m,0,39,30,2
m,0,42,30,2
m,0,44,35,2
m,8,39,33,2
m,20,39,35,2
m,20,32,35,2
m,21,34,33,2
m,21,35,31,2
m,21,34,30,2
m,18,35,32,2
m,18,34,30,2
m,20,34,30,2
m,17,36,33,2
m,6,35,33,2
m,1,42,28,2
m,0,42,31,2
m,0,46,35,2
m,2,45,39,2
m,15,42,41,2
m,15,42,40,2
m,18,39,35,2
m,18,39,34,2
m,21,38,37,2
m,22,40,36,2
m,23,40,37,2
m,22,40,36,2
m,21,43,34,2
m,16,42,34,2
m,11,42,34,2
m,2,45,33,2
m,0,45,34,2
m,0,40,30,2
m,0,41,32,2
m,6,40,33,2
m,15,39,34,2
m,20,38,34,2
m,24,36,31,2
m,24,35,31,2
m,26,33,30,2
m,23,33,29,2
m,22,36,31,2
m,22,36,30,2
m,20,39,32,2
m,13,39,34,2
m,3,42,34,2
m,0,41,33,2
m,1,43,36,2
m,0,44,38,2
m,0,46,39,2
m,18,36,41,2
m,20,38,41,2
m,23,38,41,2
m,23,39,39,2
m,24,41,38,2
m,26,41,37,2
m,26,42,37,2
m,21,42,35,2
m,17,40,35,2
m,9,40,30,2
m,0,39,25,2
m,0,40,26,2
m,0,41,28,2
m,1,42,32,2
m,9,42,33,2
m,13,41,33,2
m,17,40,33,2
m,20,39,33,2
m,22,38,33,2
m,23,35,32,2
m,23,35,31,2
m,21,34,31,2
m,20,37,32,2
m,19,38,33,2
m,13,40,35,2
m,5,41,34,2
m,2,41,33,2
m,3,40,35,2
m,0,42,36,2
m,6,42,37,2
m,13,39,38,2
m,13,40,36,2
m,17,40,35,2
m,19,39,35,2
m,21,38,35,2
m,25,40,36,2
m,25,40,37,2
m,24,42,36,2
m,22,42,35,2
m,17,41,32,2
m,6,45,27,2
m,0,45,24,2
m,0,35,21,2
m,0,36,24,2
m,3,36,31,2
m,6,42,33,2
m,9,40,31,2
m,15,39,32,2
m,20,39,32,2
m,23,37,33,2
m,23,35,31,2
m,23,41,31,2
m,23,40,30,2
m,21,38,29,2
m,21,32,28,2
m,20,34,31,2
m,16,36,34,2
m,6,38,33,2
m,2,38,32,2
m,0,41,32,2
m,0,43,35,2
m,5,41,39,2
m,12,41,39,2
m,13,38,34,2
m,15,40,33,2
m,19,39,35,2
m,23,39,38,2
m,25,39,39,2
m,25,40,40,2
m,22,40,37,2
m,19,41,33,2
m,12,41,30,2
m,1,43,29,2
m,0,43,26,2
m,0,44,24,2
m,0,41,27,2
m,4,36,30,2
m,10,37,32,2
m,13,40,31,2
m,17,41,29,2
m,21,34,29,2
m,24,32,30,2
m,22,34,30,2
m,21,31,29,2
m,22,33,29,2
m,22,35,30,2
m,20,36,31,2
m,15,38,33,2
m,5,39,34,2
m,0,42,32,2
m,0,41,33,2
m,0,45,36,2
m,0,42,37,2
m,18,39,38,2
m,20,39,37,2
m,19,39,36,2
m,18,41,35,2
m,16,42,35,2
m,21,43,36,2
m,26,41,36,2
m,26,39,36,2
m,24,39,35,2
m,18,40,34,2
m,16,40,32,2
m,4,42,29,2
m,0,41,26,2
m,0,40,24,2
m,0,41,28,2
m,3,34,32,2
m,17,34,34,2
m,22,30,34,2
m,22,30,31,2
m,23,30,30,2
m,19,30,29,2
m,20,30,29,2
m,22,33,30,2
m,22,35,30,2
m,19,35,30,2
m,11,38,31,2
m,0,41,31,2
m,0,36,27,2
m,0,46,34,2
m,0,45,39,2
m,2,43,36,2
m,15,43,38,2
m,22,44,38,2
m,21,41,35,2
m,22,41,35,2
m,24,40,37,2
m,24,41,37,2
m,25,39,36,2
m,23,40,35,2
m,19,40,34,2
m,10,39,33,2
m,0,37,29,2
m,0,35,23,2
m,0,39,26,2
m,0,44,35,2
m,10,33,36,2
m,17,32,34,2
m,19,35,31,2
m,22,34,30,2
m,21,33,30,2
m,23,32,32,2
m,21,34,30,2
m,20,36,29,2
m,18,38,31,2
m,19,39,32,2
m,12,41,33,2
m,0,42,32,2
m,0,44,32,2
m,4,45,38,2
m,6,44,38,2
m,11,42,37,2
m,14,40,36,2
m,17,40,37,2
m,21,39,35,2
m,21,41,35,2
m,24,39,36,2
m,21,40,36,2
m,18,42,35,2
m,15,39,33,2
m,4,37,31,2
m,0,38,27,2
m,0,41,26,2
m,0,43,30,2
m,3,41,34,2
m,8,38,36,2
m,13,38,35,2
m,17,39,32,2
m,18,39,31,2
m,19,37,31,2
m,20,38,31,2
m,19,37,31,2
m,17,41,32,2
m,13,44,32,2
m,8,47,33,2
m,3,50,32,2
m,5,53,34,2
m,13,51,37,2
m,20,47,39,2
m,21,49,37,2
m,19,54,37,2
m,16,55,38,2
m,17,53,39,2
m,19,51,41,2
m,24,50,43,2
m,27,44,44,2
m,30,45,44,2
m,32,41,43,2
m,34,41,46,2
m,36,39,46,2
m,37,38,46,2
m,36,40,46,2
m,37,41,48,2
m,36,40,48,2
m,38,38,48,2
m,35,37,47,2
m,35,38,49,2
m,36,37,51,2
m,35,37,51,2
m,35,38,51,2
m,35,39,51,2
m,35,38,52,2
m,37,38,52,2
m,37,39,52,2
m,36,38,54,2
m,37,37,52,2
m,37,39,51,2
m,36,40,51,2
m,38,38,50,2
m,37,38,51,2
m,36,38,53,2
m,38,39,52,2
m,38,36,51,2
m,38,38,53,2
m,37,35,52,2
m,38,36,52,2
m,37,36,52,2
m,11,39,37,2
m,11,39,37,2
m,11,39,37,2
m,13,39,36,2
m,12,39,37,2
m,13,38,37,2
m,12,39,37,2
m,12,39,36,2
m,12,38,37,2
m,12,39,36,2
m,13,39,36,2
m,12,39,36,2
m,12,38,35,2
m,12,38,36,2
m,14,39,36,2
m,13,39,35,2
m,13,38,36,2
m,13,39,36,2
m,13,37,36,2
m,14,37,37,2
m,12,38,36,2
m,13,38,37,2
m,12,39,38,2
m,13,39,38,2
m,13,39,39,2
m,13,40,38,2
m,13,40,40,2
m,15,41,39,2
m,14,40,39,2
m,15,41,39,2
m,16,41,40,2
m,18,41,39,2
m,16,41,38,2
m,15,40,38,2
m,16,41,39,2
m,15,41,38,2
m,15,41,39,2
m,16,42,38,2
m,16,42,39,2
m,15,42,40,2
m,14,42,40,2
m,14,44,39,2
m,16,41,39,2
m,16,43,39,2
m,16,41,39,2
m,16,42,39,2
m,16,41,39,2
m,18,42,38,2
m,17,42,37,2
m,16,42,38,2
m,15,42,38,2
m,16,42,38,2
m,15,41,37,2
m,15,42,37,2
m,16,41,37,2
m,18,41,38,2
m,17,41,38,2
m,18,42,38,2
m,17,41,37,2
m,18,42,38,2
m,20,41,37,2
m,20,42,37,2
m,17,42,38,2
m,15,43,39,2
m,12,43,40,2
m,6,45,39,2
m,7,43,41,2
m,7,45,40,2
m,5,47,41,2
m,10,44,41,2
m,13,42,41,2
m,15,42,39,2
m,16,40,38,2
m,16,41,40,2
m,17,41,39,2
m,18,41,40,2
m,17,39,40,2
m,17,41,39,2
m,19,40,39,2
m,18,42,39,2
m,17,41,39,2
m,19,42,39,2
m,21,41,39,2
m,19,40,39,2
m,19,42,39,2
m,19,42,39,2
m,19,42,39,2
m,18,42,38,2
m,16,42,39,2
m,16,43,38,2
m,13,44,39,2
m,13,44,39,2
m,11,45,37,2
m,8,45,38,2
m,6,45,38,2
m,8,44,39,2
m,9,44,38,2
m,10,44,38,2
m,14,42,39,2
m,16,42,38,2
m,17,41,38,2
m,17,42,38,2
m,16,42,37,2
m,17,43,37,2
m,17,45,37,2
m,18,40,38,2
m,22,39,37,2
m,21,40,36,2
m,19,43,36,2
m,17,43,38,2
m,17,44,38,2
m,15,44,39,2
m,14,43,38,2
m,18,44,39,2
m,14,44,41,2
m,12,43,42,2
m,12,44,41,2
m,12,43,43,2
m,10,44,41,2
m,10,45,40,2
m,12,46,41,2
m,14,44,41,2
m,15,45,41,2
m,16,44,39,2
m,17,43,39,2
m,18,42,39,2
m,18,41,39,2
m,20,41,39,2
m,19,42,38,2
m,19,42,39,2
m,20,41,40,2
m,21,41,40,2
m,18,41,38,2
m,19,41,40,2
m,17,41,39,2
m,15,41,39,2
m,15,41,39,2
m,15,42,40,2
m,12,42,41,2
m,12,43,39,2
m,9,44,40,2
m,9,45,39,2
m,9,45,40,2
m,10,45,41,2
m,10,46,41,2
m,10,44,41,2
m,12,44,39,2
m,14,43,38,2
m,16,40,38,2
m,17,40,38,2
m,17,40,37,2
m,18,39,37,2
m,19,40,36,2
m,21,40,38,2
m,20,39,39,2
m,16,42,37,2
m,17,40,36,2
m,16,42,36,2
m,18,41,38,2
m,16,43,37,2
m,16,42,40,2
m,15,43,39,2
m,7,44,37,2
m,3,44,39,2
m,7,45,42,2
m,10,43,42,2
m,11,42,42,2
m,12,42,42,2
m,15,40,42,2
m,18,40,40,2
m,15,42,39,2
m,16,42,40,2
m,16,42,42,2
m,18,41,41,2
m,18,42,39,2
m,18,40,38,2
m,20,39,40,2
m,21,41,38,2
m,21,40,39,2
m,22,42,38,2
m,19,40,39,2
m,18,41,41,2
m,19,42,41,2
m,16,43,40,2
m,14,44,41,2
m,14,44,41,2
m,13,44,41,2
m,10,45,41,2
m,10,45,43,2
m,11,45,41,2
m,11,45,41,2
m,10,46,41,2
m,10,45,39,2
m,11,45,40,2
m,16,44,40,2
m,17,42,39,2
m,18,42,39,2
m,17,41,38,2
m,18,42,40,2
m,18,42,38,2
m,19,41,38,2
m,22,41,38,2
m,24,42,37,2
m,23,43,37,2
m,22,43,39,2
m,20,44,41,2
m,15,45,41,2
m,14,43,41,2
m,13,42,40,2
m,13,41,42,2
m,10,43,41,2
m,9,44,42,2
m,7,44,43,2
m,8,46,42,2
m,9,45,42,2
m,14,44,43,2
m,14,44,42,2
m,14,43,41,2
m,17,40,39,2
m,20,40,40,2
m,21,40,40,2
m,20,40,39,2
m,22,40,40,2
m,21,40,40,2
m,20,39,39,2
m,20,40,39,2
m,18,41,39,2
m,18,40,41,2
m,18,41,40,2
m,15,42,42,2
m,13,43,40,2
m,11,45,41,2
m,10,44,42,2
m,10,44,41,2
m,9,43,39,2
m,9,45,39,2
m,11,43,38,2
m,11,44,38,2
m,15,45,39,2
m,16,44,39,2
m,18,44,39,2
m,19,43,38,2
m,19,42,39,2
m,19,44,40,2
m,17,43,40,2
m,18,43,39,2
m,18,43,40,2
m,20,42,40,2
m,21,40,40,2
m,23,41,39,2
m,22,41,39,2
m,20,41,40,2
m,19,41,39,2
m,17,43,41,2
m,15,43,42,2
m,12,45,42,2
m,10,45,43,2
m,7,45,44,2
m,6,45,44,2
m,11,46,43,2
m,14,43,42,2
m,14,44,41,2
m,15,43,42,2
m,18,41,41,2
m,19,42,40,2
m,20,41,40,2
m,23,41,40,2
m,23,39,39,2
m,24,39,38,2
m,24,39,39,2
m,21,40,39,2
m,20,40,39,2
m,18,41,39,2
m,18,44,40,2
m,15,43,40,2
m,13,44,40,2
m,11,45,41,2
m,9,46,43,2
m,9,45,42,2
m,11,47,41,2
m,12,47,41,2
m,11,44,39,2
m,9,46,40,2
m,11,45,40,2
m,15,43,40,2
m,18,41,38,2
m,19,41,38,2
m,18,43,38,2
m,18,43,38,2
m,19,42,37,2
m,20,43,38,2
m,20,43,37,2
m,22,42,39,2
m,22,41,38,2
m,21,42,38,2
m,20,43,40,2
m,17,44,41,2
m,14,45,41,2
m,12,46,41,2
m,10,45,41,2
m,9,46,44,2
m,7,47,44,2
m,10,46,42,2
m,13,46,41,2
m,16,46,42,2
m,18,44,41,2
m,16,43,41,2
m,18,42,41,2
m,20,43,40,2
m,22,41,39,2
m,21,41,40,2
m,21,41,40,2
m,21,41,39,2
m,22,41,39,2
m,22,41,38,2
m,22,41,39,2
m,21,43,39,2
m,18,45,40,2
m,17,43,40,2
m,15,44,39,2
m,12,47,40,2
m,11,46,41,2
m,9,47,42,2
m,10,46,41,2
m,10,47,43,2
m,10,46,41,2
m,11,45,39,2
m,15,44,38,2
m,17,43,39,2
m,18,44,40,2
m,18,42,39,2
m,18,41,38,2
m,19,42,36,2
m,19,43,38,2
m,19,43,39,2
m,21,42,38,2
m,20,43,38,2
m,20,42,38,2
m,20,42,39,2
m,18,44,39,2
m,17,44,40,2
m,17,45,40,2
m,16,43,41,2
m,14,43,42,2
m,13,47,42,2
m,12,46,42,2
m,10,46,42,2
m,6,46,41,2
m,4,45,42,2
m,11,45,41,2
m,15,44,41,2
m,15,42,39,2
m,18,40,40,2
m,18,40,39,2
m,19,42,39,2
m,22,41,39,2
m,22,40,39,2
m,23,39,38,2
m,23,40,39,2
m,22,41,38,2
m,22,41,38,2
m,19,42,40,2
m,17,43,40,2
m,16,44,40,2
m,17,44,41,2
m,16,43,39,2
m,14,45,41,2
m,10,47,42,2
m,9,45,42,2
m,6,48,40,2
m,7,47,40,2
m,9,47,39,2
m,14,45,38,2
m,14,43,37,2
m,14,43,38,2
m,17,44,36,2
m,20,40,36,2
m,20,40,36,2
m,23,40,37,2
m,23,40,36,2
m,24,38,35,2
m,22,40,35,2
m,20,40,34,2
m,17,40,36,2
m,14,40,37,2
m,8,42,36,2
m,0,45,38,2
m,1,45,37,2
m,4,44,40,2
m,8,42,40,2
m,12,42,41,2
m,9,41,41,2
m,11,40,40,2
m,15,41,40,2
m,17,41,38,2
m,18,38,35,2
m,17,39,36,2
m,17,38,36,2
m,19,38,36,2
m,19,39,37,2
m,20,38,37,2
m,21,38,36,2
m,18,40,36,2
m,15,41,36,2
m,14,40,37,2
m,13,41,37,2
m,16,42,38,2
m,13,44,38,2
m,10,46,39,2
m,8,46,39,2
m,8,48,39,2
m,6,47,38,2
m,8,45,39,2
m,9,45,39,2
m,14,43,39,2
m,17,43,39,2
m,17,41,37,2
m,18,41,37,2
m,18,40,37,2
m,20,39,36,2
m,20,40,35,2
m,22,38,35,2
m,25,39,36,2
m,24,41,38,2
m,21,44,39,2
m,19,45,40,2
m,15,45,39,2
m,8,47,38,2
m,4,46,39,2
m,6,46,40,2
m,7,47,41,2
m,9,47,43,2
m,16,44,42,2
m,18,44,41,2
m,18,44,41,2
m,17,44,39,2
m,18,44,40,2
m,19,43,41,2
m,20,44,41,2
m,21,44,41,2
m,21,42,40,2
m,21,43,40,2
m,21,41,39,2
m,24,41,40,2
m,22,42,41,2
m,23,44,40,2
m,22,43,41,2
m,22,44,42,2
m,21,44,42,2
m,18,48,42,2
m,15,51,45,2
m,15,53,44,2
m,12,52,44,2
m,10,54,42,2
m,12,53,43,2
m,13,51,43,2
m,18,48,43,2
m,20,45,45,2
m,21,41,42,2
m,22,42,41,2
m,22,44,44,2
m,21,45,45,2
m,22,44,44,2
m,23,44,44,2
m,23,45,44,2
m,21,46,45,2
m,20,46,44,2
m,21,42,44,2
m,22,41,43,2
m,23,40,40,2
m,20,41,43,2
m,20,42,43,2
m,19,44,42,2
m,19,42,42,2
m,20,43,43,2
m,19,43,43,2
m,17,43,43,2
m,18,42,42,2
m,16,44,44,2
m,15,44,44,2
m,18,43,42,2
m,16,43,42,2
m,16,44,42,2
m,16,43,42,2
m,14,42,40,2
m,15,43,39,2
m,14,43,40,2
m,14,42,38,2
m,14,42,38,2
m,14,41,38,2
m,14,42,36,2
m,14,41,37,2
m,13,41,36,2
m,14,41,36,2
m,15,40,35,2
m,16,40,37,2
m,14,42,35,2
m,14,42,36,2
m,13,41,35,2
m,13,40,35,2
m,12,41,35,2
m,12,40,36,2
m,10,41,35,2
m,13,40,36,2
m,14,39,36,2
m,13,39,37,2
m,11,39,36,2
m,30,39,51,2
m,37,33,32,2
m,28,39,51,2
m,28,38,52,2
m,27,40,51,2
m,27,40,50,2
m,27,37,49,2
m,26,39,48,2
m,28,40,47,2
m,28,42,47,2
m,29,42,46,2
m,28,43,45,2
m,26,42,43,2
m,27,44,37,2
m,25,48,35,2
m,25,51,35,2
m,22,52,36,2
m,21,48,36,2
m,20,40,36,2
m,17,29,36,2
m,10,32,40,2
m,9,44,39,2
m,12,50,40,2
m,14,43,38,2
m,16,42,35,2
m,19,39,35,2
m,20,38,35,2
m,18,40,34,2
m,16,39,32,2
m,9,39,31,2
m,0,39,30,2
m,0,39,28,2
m,0,40,29,2
m,3,39,32,2
m,9,38,35,2
m,9,37,34,2
m,14,34,34,2
m,19,34,33,2
m,20,34,31,2
m,20,37,31,2
m,21,34,32,2
m,23,36,32,2
m,23,37,33,2
m,22,36,34,2
m,23,39,35,2
m,18,39,34,2
m,7,41,35,2
m,0,42,36,2
m,0,42,38,2
m,0,41,40,2
m,10,40,40,2
m,8,41,38,2
m,6,43,39,2
m,14,38,39,2
m,18,35,37,2
m,20,37,37,2
m,22,38,37,2
m,21,39,35,2
m,21,37,35,2
m,20,35,34,2
m,23,36,33,2
m,19,37,34,2
m,11,38,31,2
m,0,39,30,2
m,0,40,30,2
m,0,41,35,2
m,3,42,34,2
m,7,36,33,2
m,13,35,35,2
m,19,34,35,2
m,20,35,34,2
m,19,36,34,2
m,20,37,33,2
m,21,36,33,2
m,21,37,33,2
m,23,39,33,2
m,20,40,34,2
m,22,40,36,2
m,14,44,36,2
m,3,45,37,2
m,0,42,38,2
m,0,46,41,2
m,4,42,44,2
m,8,38,43,2
m,11,40,41,2
m,15,36,38,2
m,21,35,36,2
m,24,35,37,2
m,23,35,36,2
m,22,37,34,2
m,21,38,36,2
m,20,37,34,2
m,20,38,34,2
m,18,38,33,2
m,11,40,33,2
m,0,37,32,2
m,0,42,32,2
m,0,42,34,2
m,4,40,35,2
m,9,36,35,2
m,14,36,36,2
m,19,36,36,2
m,21,34,35,2
m,20,36,35,2
m,20,37,34,2
m,20,36,35,2
m,22,36,33,2
m,19,37,32,2
m,19,40,32,2
m,12,42,32,2
m,0,46,30,2
m,0,46,33,2
m,0,43,41,2
m,6,42,45,2
m,13,40,43,2
m,12,42,40,2
m,14,36,39,2
m,19,35,39,2
m,25,35,37,2
m,24,37,37,2
m,25,37,37,2
m,22,39,36,2
m,21,40,33,2
m,18,38,32,2
m,16,38,32,2
m,1,42,30,2
m,0,40,31,2
m,0,44,32,2
m,0,40,32,2
m,6,38,33,2
m,15,38,35,2
m,19,38,34,2
m,21,36,34,2
m,23,37,34,2
m,23,38,34,2
m,22,37,33,2
m,21,39,32,2
m,21,41,33,2
m,22,41,35,2
m,15,43,34,2
m,4,44,34,2
m,0,47,36,2
m,0,50,39,2
m,6,48,44,2
m,13,42,41,2
m,13,44,37,2
m,14,42,36,2
m,20,38,38,2
m,22,38,35,2
m,21,39,35,2
m,22,38,34,2
m,19,39,32,2
m,21,38,31,2
m,21,37,32,2
m,24,40,32,2
m,13,43,32,2
m,0,47,30,2
m,0,46,32,2
m,0,54,32,2
m,0,49,34,2
m,9,43,34,2
m,14,38,34,2
m,18,38,34,2
m,21,39,34,2
m,23,38,35,2
m,22,37,35,2
m,23,39,35,2
m,21,40,35,2
m,21,42,35,2
m,18,43,36,2
m,14,46,36,2
m,11,46,39,2
m,6,48,41,2
m,1,52,41,2
m,4,50,43,2
m,11,44,44,2
m,18,44,40,2
m,21,43,38,2
